Species,Weight,Length1,Length2,Length3,Height,Width
Whitefish,444.48,25.6,28.56,31.42,8.6,4.82
Pike,484.5,42.11,45.93,44.94,7.49,4.9
Bream,610.0,31.92,34.1,40.27,15.64,5.17
Smelt,11.52,11.64,12.04,13.62,2.14,1.31
Whitefish,309.06,24.58,27.79,31.11,9.57,4.87
Bream,624.01,30.91,31.68,39.66,15.7,5.54
Whitefish,463.0,25.09,30.39,30.49,9.76,4.73
Parkki,150.8,18.0,19.97,21.65,8.96,3.26
Perch,397.28,23.28,28.04,26.12,8.32,3.95
Pike,700.26,40.1,43.43,47.31,7.22,4.87
Bream,648.72,30.4,34.32,38.35,14.21,5.37
Smelt,11.98,11.29,12.33,12.44,2.09,1.43
Smelt,9.5,11.41,11.84,13.62,2.29,1.34
Pike,679.04,41.67,41.71,43.51,7.36,4.82
Perch,219.45,25.35,28.89,26.4,7.69,3.99
Perch,200.64,27.18,25.79,30.04,7.69,4.88
Parkki,156.37,19.95,19.77,23.2,8.28,3.19
Pike,742.7,43.32,41.71,43.51,7.36,5.1
Perch,219.45,27.18,29.17,27.5,6.58,4.73
Perch,397.28,23.77,28.04,26.95,8.32,4.92
Roach,153.57,20.65,23.39,23.72,6.45,3.77
Bream,634.4,31.01,31.35,38.12,14.42,5.54
Perch,397.28,26.66,26.05,29.74,8.0,4.32
Bream,605.47,31.82,33.33,37.34,14.51,5.28
Roach,146.03,20.44,21.8,23.86,6.43,3.57
Parkki,142.84,18.43,18.78,22.53,8.53,3.29
Bream,611.65,30.0,32.45,38.35,15.79,5.02
Smelt,10.0,10.95,11.45,13.47,2.25,1.32
Pike,515.1,38.09,45.04,46.36,7.19,4.77
Pike,504.9,38.5,43.0,46.83,7.51,4.63
Smelt,11.98,10.95,12.45,12.94,2.22,1.32
Roach,141.6,19.47,23.17,24.97,6.56,3.42
Parkki,147.9,19.09,20.56,23.2,8.8,3.13
Bream,636.36,29.4,33.66,37.2,15.03,5.23
Parkki,149.35,17.82,19.87,22.31,8.11,3.23
Smelt,10.3,11.98,11.84,13.23,2.13,1.4
Perch,209.0,25.22,26.83,27.23,6.85,3.99
Smelt,11.29,11.41,11.6,13.47,2.22,1.32
Perch,377.99,24.73,25.53,26.95,8.16,5.02
Pike,494.7,41.3,45.15,45.34,7.26,4.63
Parkki,142.1,18.73,19.77,22.97,8.28,3.16
Whitefish,463.0,25.82,26.88,31.77,9.22,5.12
Roach,153.57,20.44,22.47,26.09,6.49,3.77
Perch,389.56,23.52,26.31,28.83,7.06,4.78
Smelt,10.3,11.07,12.27,13.49,2.12,1.35
Bream,628.3,29.49,32.67,37.34,14.36,5.32
Pike,504.9,39.3,46.37,44.94,7.07,5.06
Smelt,11.29,11.41,12.33,13.74,2.31,1.24
Smelt,10.0,11.3,11.45,13.36,2.22,1.3
Roach,158.13,21.12,23.39,24.72,6.76,3.51
Parkki,152.25,19.57,20.56,22.74,8.11,3.2
Smelt,9.7,10.85,11.92,13.62,2.16,1.25
Perch,389.56,25.61,28.6,28.6,7.69,4.59
Roach,141.6,19.68,22.05,26.09,7.03,3.49
Smelt,11.52,11.98,11.84,12.84,2.36,1.29
Pike,693.19,40.1,42.83,49.2,7.11,4.85
Smelt,10.2,10.96,12.04,12.71,2.29,1.34
Perch,198.55,27.18,24.75,26.95,6.99,4.32
Perch,370.28,25.46,26.05,27.23,8.32,4.92
Perch,213.18,25.88,25.79,26.12,6.92,4.83
Pike,735.63,42.08,46.37,46.36,7.34,4.75
Parkki,144.34,18.81,19.18,21.21,8.96,3.29
Perch,401.13,25.35,26.05,27.23,6.78,3.95
Smelt,9.4,10.95,11.45,13.34,2.29,1.42
Smelt,9.4,10.95,12.33,12.44,2.27,1.23
Pike,742.7,41.7,45.04,45.41,7.86,5.02
Roach,152.05,20.23,21.61,24.1,6.58,3.73
Roach,148.97,21.32,21.83,25.6,6.83,3.64
Smelt,9.9,10.73,11.45,13.49,2.34,1.24
Perch,366.42,25.22,26.05,30.34,8.16,5.02
Smelt,9.8,11.87,11.6,12.71,2.31,1.21
Parkki,147.9,17.27,18.78,22.97,9.25,3.26
Smelt,9.8,11.19,11.72,13.62,2.29,1.28
Parkki,151.86,19.19,20.91,21.87,8.98,3.39
Perch,211.09,24.49,28.04,27.77,8.16,4.97
Roach,141.6,21.06,22.7,25.6,6.51,3.42
Whitefish,306.0,25.55,29.23,31.14,8.6,4.54
Whitefish,302.94,26.61,28.84,32.34,9.96,5.17
Roach,158.13,19.61,21.58,25.35,6.49,3.49
Pike,535.5,40.5,44.6,47.31,7.51,5.0
Parkki,149.35,17.45,19.87,23.66,8.54,3.17
Pike,520.2,42.08,44.16,47.78,7.11,4.8
Roach,140.12,19.47,22.72,24.47,6.69,3.42
Pike,721.48,40.85,45.15,45.8,7.64,4.95
Smelt,9.5,11.52,12.04,12.71,2.29,1.36
Whitefish,439.85,26.62,29.4,30.8,9.13,5.27
Perch,200.64,24.83,25.53,31.54,7.84,4.2
Pike,510.0,38.5,45.93,45.34,7.22,4.87
Smelt,9.5,11.98,12.39,13.36,2.29,1.32
Perch,202.73,27.44,27.35,30.64,8.16,4.15
Roach,158.13,20.91,21.14,25.6,6.63,3.8
Roach,151.93,21.32,22.27,26.22,6.32,3.8
Bream,616.1,30.31,33.99,39.89,15.79,5.54
Parkki,143.55,17.64,20.17,21.43,8.96,3.19
Bream,628.3,29.4,33.0,39.12,15.79,5.07
Whitefish,309.06,24.83,28.07,32.09,9.04,4.82
Roach,147.5,20.09,21.16,23.97,6.43,3.66
Pike,728.56,42.5,43.86,46.83,7.19,4.63
Whitefish,302.94,24.83,29.12,29.26,8.6,4.59
Smelt,11.52,10.73,12.33,12.44,2.25,1.34
Roach,158.13,20.5,21.8,24.35,6.56,3.78
Bream,648.72,31.52,32.67,39.5,15.94,5.33
Pike,735.63,40.43,44.72,49.2,7.19,4.77
Smelt,11.87,11.86,12.69,12.97,2.27,1.36
Pike,520.2,39.61,45.48,47.78,7.51,5.0
Parkki,148.85,17.45,21.11,24.13,8.96,2.98
Smelt,9.7,11.07,12.27,13.47,2.31,1.32
Bream,624.01,31.92,33.44,40.27,14.95,5.33
Parkki,146.45,19.09,20.49,22.09,8.8,3.42
Whitefish,309.06,27.95,27.79,31.45,9.04,5.17
Perch,404.99,26.92,28.32,30.34,8.0,4.32
Perch,211.09,25.09,25.53,28.83,7.61,4.69
Roach,149.01,19.68,21.14,24.1,6.38,3.77
Perch,381.85,24.98,29.74,29.74,7.77,4.03
Pike,520.2,39.7,43.86,46.36,7.11,4.75
Bream,634.4,31.92,33.11,40.27,14.36,5.7
Smelt,11.29,10.95,12.27,12.68,2.27,1.33
Perch,393.42,26.92,26.05,30.64,6.78,4.28
Perch,219.45,27.44,27.47,27.23,6.58,4.73
Parkki,153.36,18.0,20.17,22.74,8.62,3.42
Whitefish,486.15,26.88,28.0,31.14,9.13,4.45
Perch,217.36,23.77,27.35,26.95,8.24,4.92
Smelt,11.98,11.87,11.45,13.08,2.27,1.24
Smelt,11.18,11.87,11.33,13.1,2.31,1.29
Bream,586.94,30.31,34.43,39.5,15.55,5.21
Pike,515.1,42.08,43.0,44.94,7.34,5.06
Whitefish,467.63,26.35,27.44,30.8,8.51,5.02
Roach,144.45,19.82,21.38,24.47,6.96,3.49
Perch,366.42,25.46,27.19,29.13,6.92,4.88
Perch,219.45,24.98,26.9,30.94,7.13,4.97
Parkki,147.35,19.95,20.49,24.13,8.36,3.2
Smelt,9.8,11.53,12.04,13.74,2.29,1.4
Parkki,137.75,17.45,20.49,22.97,8.89,3.07
Parkki,145.84,18.18,19.18,21.87,8.11,3.07
Perch,209.0,23.04,28.32,31.24,6.85,4.73
Perch,219.45,23.77,28.32,26.12,7.69,4.24
Perch,204.82,24.98,29.17,31.24,8.08,3.99
Smelt,11.87,11.53,11.56,12.55,2.29,1.29
Perch,211.09,23.04,29.74,26.95,8.32,5.02
Roach,140.12,20.23,21.16,24.97,6.63,3.67
Pike,535.5,39.7,43.0,48.73,7.29,5.06
Perch,404.99,24.73,28.04,30.34,6.99,4.36
Whitefish,309.06,27.41,28.56,31.45,8.78,4.92
Perch,206.91,24.49,26.31,31.54,7.84,4.24
Roach,148.97,20.65,21.14,24.85,6.64,3.67
Smelt,9.6,11.07,11.96,12.81,2.25,1.23
Smelt,9.4,11.52,12.57,13.23,2.09,1.34
Bream,593.12,30.31,31.35,38.35,15.25,5.43
Parkki,153.36,18.62,20.49,23.9,9.25,3.11
Roach,143.07,20.44,22.25,23.61,6.36,3.71
Parkki,144.34,18.0,21.53,23.66,8.45,3.14
Roach,149.01,19.82,23.36,24.85,6.51,3.62
Pike,728.56,38.9,42.83,47.78,7.41,5.02
Whitefish,444.48,27.41,27.79,32.34,9.86,5.22
Bream,591.7,28.79,31.68,36.57,14.95,5.59
Whitefish,486.15,27.95,29.12,31.45,10.05,4.49
Roach,156.61,21.53,22.72,25.84,6.25,3.64
Perch,370.28,25.35,28.89,26.95,8.24,4.07
Bream,605.47,30.1,34.43,37.2,15.25,5.59
Whitefish,293.76,26.88,29.52,33.36,8.34,4.87
Roach,147.49,21.68,21.36,24.97,6.56,3.71
Pike,535.5,42.91,45.48,45.89,7.56,4.7
Perch,215.27,24.73,26.83,27.23,7.77,4.2
Perch,366.42,26.14,27.75,28.6,7.69,4.36
Pike,530.4,42.08,43.72,48.73,7.58,4.87
Whitefish,296.82,26.11,30.1,31.14,9.22,5.27
Parkki,144.34,18.55,19.87,24.13,8.87,3.23
Whitefish,318.24,25.34,28.94,31.77,9.19,4.59
Parkki,147.9,18.55,19.77,22.97,8.87,3.13
Smelt,11.18,11.41,12.69,12.97,2.2,1.42
Roach,145.97,21.47,22.27,24.35,6.58,3.67
Whitefish,299.88,26.11,27.72,30.82,10.05,4.87
Roach,153.57,20.09,21.36,24.47,6.25,3.49
Bream,591.7,30.4,32.12,38.12,15.79,5.54
Pike,742.7,41.26,43.0,47.78,7.56,5.15
Smelt,9.9,11.29,12.04,13.47,2.22,1.29
Whitefish,463.0,24.32,27.44,31.77,8.95,4.92
Roach,158.13,20.03,21.61,25.35,6.38,3.53
Roach,147.49,20.65,22.47,25.22,6.19,3.49
Bream,630.19,29.7,31.45,39.66,15.1,5.26
Parkki,150.8,18.36,19.38,22.27,8.71,3.42
Roach,150.53,21.06,21.38,25.1,6.51,3.75
Whitefish,453.74,26.37,28.07,30.82,8.6,5.12
Whitefish,293.76,27.68,26.6,31.42,8.95,4.82
Parkki,145.0,17.82,20.49,20.99,9.07,3.23
Whitefish,306.0,25.6,28.07,29.26,9.29,4.59
Parkki,142.1,18.05,18.78,22.5,9.07,3.07
Perch,397.28,25.35,26.57,26.68,6.78,4.69
Roach,159.65,20.03,21.8,24.85,6.69,3.6
Smelt,12.1,10.85,11.96,12.55,2.14,1.36
Smelt,11.41,10.84,12.69,13.21,2.22,1.28
Whitefish,302.94,27.41,29.4,32.09,8.6,4.87
Whitefish,296.82,25.09,28.0,30.18,9.48,5.27
Bream,593.12,30.7,31.35,38.35,15.03,5.48
Perch,397.28,26.14,29.45,29.13,7.84,4.88
Roach,147.5,19.88,21.83,26.09,6.19,3.8
Whitefish,321.3,25.28,28.94,31.45,9.76,4.92
Pike,525.3,40.9,45.93,47.17,7.0,4.82
Smelt,11.41,10.85,11.21,12.55,2.2,1.24
Smelt,11.52,11.3,11.92,12.94,2.31,1.21
Bream,591.7,28.88,33.33,36.57,15.94,5.59
Bream,611.65,31.82,33.33,36.82,15.55,5.12
Roach,154.88,21.47,21.8,24.6,6.56,3.78
Parkki,145.0,18.05,20.56,21.21,8.89,3.17
Smelt,10.3,11.41,12.33,13.76,2.18,1.3
Smelt,10.0,11.07,11.84,13.36,2.29,1.21
Pike,742.7,39.2,42.39,46.72,7.22,5.05
Roach,153.4,20.71,21.58,24.6,6.19,3.42
Parkki,139.2,18.55,19.66,22.97,8.11,3.23
Roach,150.45,19.82,23.17,23.72,6.19,3.75
Roach,145.97,20.5,21.61,24.22,6.64,3.67
Roach,155.09,20.85,22.92,25.6,6.32,3.57
Smelt,10.95,11.64,11.21,13.47,2.12,1.34
Whitefish,463.0,26.88,28.28,30.82,9.67,4.92
Smelt,10.4,11.75,11.8,13.62,2.16,1.4
Parkki,146.45,19.19,21.53,22.75,8.71,3.13
Pike,525.3,40.43,46.37,44.43,7.11,5.1
Bream,593.12,31.62,33.99,40.04,15.18,5.28
Whitefish,321.3,26.08,26.88,31.42,9.96,5.22
Whitefish,309.06,27.15,27.44,29.88,8.95,5.17
Bream,611.65,28.79,32.78,36.44,14.8,5.59
Whitefish,290.7,26.37,28.65,32.72,9.86,5.12
Bream,616.1,31.92,33.0,40.43,15.34,5.26
Pike,693.19,39.2,43.43,44.43,7.0,4.68
Roach,143.07,20.29,22.27,26.22,6.64,3.84
Parkki,144.34,18.18,21.53,23.2,8.89,3.13
Roach,154.88,21.68,21.38,23.97,6.51,3.62
Roach,147.49,20.03,23.39,25.47,6.49,3.73
Pike,671.97,43.32,41.95,49.2,7.34,5.1
Perch,217.36,23.28,28.89,28.83,8.08,3.99
Whitefish,449.11,26.08,29.4,32.34,8.6,4.82
Smelt,11.64,11.18,11.84,13.62,2.29,1.23
Bream,630.19,31.82,32.67,38.74,14.42,5.33
Parkki,150.8,19.95,19.77,23.2,8.45,3.26
Perch,215.27,26.92,27.47,30.94,6.71,4.28
Roach,153.57,21.53,22.03,24.1,7.03,3.73
Roach,149.01,20.5,21.14,23.61,6.56,3.71
Whitefish,467.63,27.15,28.28,29.88,8.95,4.92
Pike,530.4,40.02,45.04,48.09,7.36,4.8
Roach,148.97,20.91,21.38,25.84,6.69,3.46
Perch,206.91,24.98,28.89,26.68,6.78,4.54
Whitefish,306.0,25.6,28.0,33.04,9.57,4.92
Whitefish,296.82,26.88,28.94,30.49,9.04,4.63
Pike,721.48,42.5,44.16,45.34,7.44,4.8
Perch,204.82,24.01,26.05,26.12,7.27,4.32
Smelt,10.4,11.86,12.21,13.08,2.13,1.32
Pike,510.0,42.08,43.72,44.43,7.51,5.15
Roach,150.45,20.65,21.8,23.61,6.69,3.73
Roach,144.45,19.68,21.8,25.72,6.83,3.71
Bream,617.83,30.7,33.33,36.82,15.25,5.33
Pike,515.1,40.43,42.83,48.73,7.44,4.77
Parkki,149.35,18.05,20.7,22.5,8.63,3.36
Parkki,152.25,17.45,19.77,21.21,8.8,3.23
Parkki,145.0,18.81,19.18,22.53,8.62,3.29
Whitefish,486.15,26.11,28.65,30.18,9.29,4.63
Perch,211.09,26.4,29.45,28.88,8.32,4.73
Whitefish,458.37,26.08,27.44,30.49,9.19,4.45
Parkki,145.0,19.76,20.17,21.65,8.19,3.26
Roach,159.65,21.26,21.36,25.84,6.69,3.42
Parkki,137.75,18.73,19.87,23.2,8.45,3.46
Whitefish,476.89,26.62,27.79,29.88,9.29,5.17
Roach,151.93,20.5,23.39,24.22,6.51,3.47
Smelt,9.6,11.07,12.39,12.94,2.29,1.39
Pike,494.7,39.61,42.83,44.43,7.44,4.82
Smelt,11.41,10.95,12.39,13.34,2.25,1.36
Whitefish,296.82,27.41,29.4,31.42,9.09,4.49
Whitefish,481.52,26.61,28.56,31.45,9.38,4.97
Roach,143.07,21.06,21.58,26.22,6.71,3.51
Smelt,9.5,11.52,12.39,13.62,2.31,1.34
Whitefish,458.37,24.32,29.23,30.18,8.69,4.87
Roach,153.4,19.82,22.5,23.72,6.38,3.78
Parkki,151.86,17.82,21.11,23.9,8.89,3.01
Perch,217.36,24.49,25.27,26.95,8.16,4.83
Smelt,11.52,10.85,12.69,12.58,2.27,1.29
Bream,597.8,30.61,34.1,37.2,14.73,5.16
Bream,636.36,31.01,32.12,40.04,15.1,5.16
Pike,530.4,40.85,44.6,47.63,7.34,5.05
Smelt,9.8,10.95,11.33,13.74,2.25,1.33
Parkki,139.2,18.36,20.08,23.9,8.79,3.26
Roach,141.6,19.68,23.36,23.86,6.76,3.57
Smelt,11.64,11.41,11.6,12.94,2.13,1.28
Roach,146.03,20.71,21.38,23.61,6.69,3.57
Parkki,157.87,18.81,21.32,22.97,8.8,3.36
Whitefish,296.82,25.09,26.88,30.18,9.09,4.49
Roach,158.13,21.12,22.47,25.6,6.51,3.66
Whitefish,306.0,24.32,28.28,30.82,9.38,4.87
Pike,671.97,40.1,42.39,49.67,7.51,5.0
Smelt,10.2,11.41,12.45,13.23,2.29,1.34
Whitefish,439.85,26.08,29.52,31.72,9.04,5.27
Pike,525.3,40.43,43.43,47.78,7.41,4.87
Roach,144.45,20.29,22.03,24.72,7.03,3.71
Roach,149.01,20.29,21.8,24.97,6.32,3.47
Pike,510.0,40.9,43.43,49.2,7.64,5.1
Parkki,146.45,17.45,18.98,22.97,9.07,3.17
Pike,714.41,38.9,45.48,49.2,7.58,5.15
Whitefish,321.3,25.34,28.65,30.49,9.67,4.97
Bream,624.01,30.4,33.66,38.35,14.88,5.28
Smelt,9.6,11.98,12.39,13.76,2.16,1.31
Bream,617.83,30.31,33.44,36.57,15.18,5.16
Roach,140.12,21.53,21.8,25.84,6.69,3.62
Whitefish,321.3,25.86,27.44,31.77,9.04,4.68
Perch,202.73,25.61,26.31,30.04,6.78,4.78
Pike,525.3,39.61,45.15,43.97,7.51,5.11
Whitefish,318.24,25.86,30.39,30.18,9.76,4.49
Parkki,146.45,19.09,21.73,22.97,8.45,3.26
Smelt,10.0,11.41,12.45,13.6,2.13,1.24
Roach,151.93,20.91,21.58,25.6,7.03,3.47
Pike,530.4,39.3,45.48,46.83,7.22,5.2
Parkki,151.86,17.64,19.18,21.87,9.34,3.14
Pike,520.2,40.43,46.37,46.36,7.86,4.8
Smelt,10.95,10.85,12.69,13.1,2.29,1.33
Parkki,152.25,18.24,20.29,23.2,8.79,3.26
Perch,215.27,27.44,26.31,30.04,7.92,4.15
Smelt,11.06,11.19,11.72,12.44,2.27,1.21
Smelt,9.7,11.86,11.84,12.94,2.31,1.32
Whitefish,486.15,26.11,28.36,31.42,9.29,4.87
Roach,143.07,21.68,22.03,23.97,6.76,3.58
Pike,525.3,41.3,43.72,48.25,7.79,5.15
Bream,579.5,29.49,31.45,38.5,14.8,5.49
Bream,599.29,29.09,33.0,37.34,14.8,5.32
Perch,389.56,26.92,26.31,28.53,7.13,4.83
Parkki,145.84,17.45,19.87,22.5,9.16,3.07
Pike,489.6,40.5,46.37,46.72,7.22,4.77
Parkki,142.84,19.76,19.58,22.53,8.62,3.04
Whitefish,481.52,26.35,27.72,33.36,9.57,4.49
Smelt,9.7,11.53,11.84,12.81,2.16,1.39
Bream,648.72,31.52,33.11,38.74,15.34,5.54
Roach,152.05,19.88,23.17,24.6,6.69,3.49
Smelt,11.18,11.64,12.27,12.71,2.31,1.33
Roach,150.53,19.68,22.27,25.47,6.84,3.64
Whitefish,306.0,26.35,28.94,30.18,9.19,4.92
Bream,640.5,29.09,33.99,39.27,14.42,5.23
Whitefish,486.15,25.28,27.5,32.41,9.13,5.22
Whitefish,299.88,24.83,28.65,29.88,9.19,4.49
Bream,642.54,30.61,34.43,37.73,14.66,5.54
Roach,143.07,20.03,21.36,25.84,6.56,3.77
Pike,504.9,39.3,43.72,49.2,7.65,4.9
Perch,404.99,26.14,27.75,28.83,7.2,3.99
Roach,153.57,20.44,23.14,25.72,6.45,3.67
Roach,153.57,20.29,21.61,25.22,6.19,3.64
Roach,156.61,20.44,21.83,24.97,6.51,3.64
Pike,686.12,39.2,42.57,46.26,7.29,4.95
Parkki,142.84,19.09,20.37,23.43,8.89,3.46
Bream,585.6,29.49,34.65,36.82,15.25,5.49
Smelt,11.18,10.96,12.69,12.97,2.18,1.34
Smelt,11.18,10.95,12.33,13.08,2.14,1.31
Roach,152.05,20.91,22.5,25.72,6.76,3.46
Perch,204.82,25.22,26.05,31.24,6.71,4.36
Parkki,149.35,18.0,21.53,22.27,9.34,3.17
Bream,634.4,30.91,31.78,40.04,15.34,5.59
Roach,141.6,20.65,23.14,25.6,6.45,3.62
Smelt,11.06,11.98,11.45,13.62,2.27,1.4
Roach,141.6,20.65,21.58,24.97,6.25,3.47
Roach,144.45,21.47,22.5,25.97,6.63,3.77
Smelt,11.64,11.75,12.39,13.21,2.29,1.31
Bream,630.19,28.88,34.43,40.27,14.73,5.43
Perch,393.42,24.49,29.45,29.43,6.85,4.11
Roach,141.6,20.91,23.14,25.72,6.96,3.8
Pike,504.9,39.61,42.57,48.73,7.79,4.82
Perch,213.18,25.35,27.09,29.43,8.32,4.54
Pike,499.8,40.1,44.72,45.41,7.51,4.85
Pike,735.63,42.5,43.0,44.88,7.79,4.72
Roach,144.45,20.91,22.25,25.72,6.77,3.84
Perch,377.99,24.98,27.19,31.54,8.24,5.02
Whitefish,315.18,24.32,28.65,29.57,9.22,4.87
Perch,366.42,25.22,26.05,30.04,6.85,4.32
Pike,515.1,43.32,43.72,44.88,7.11,5.0
Pike,735.63,41.67,45.48,46.72,7.26,4.7
Whitefish,299.88,25.34,28.56,29.57,10.05,5.17
Parkki,144.34,17.82,19.18,23.66,8.98,3.29
Roach,141.6,20.71,21.14,24.35,6.56,3.77
Bream,599.29,30.1,32.45,39.89,14.58,5.44
Bream,586.94,30.4,33.11,37.73,14.51,5.17
Whitefish,318.24,26.37,28.94,29.88,9.13,4.68
Perch,202.73,25.61,28.89,26.4,8.0,4.11
Roach,155.09,19.68,22.25,25.72,6.96,3.64
Pike,721.48,39.2,44.6,46.83,7.49,5.06
Roach,144.55,20.85,22.27,25.35,6.45,3.55
Perch,374.13,24.25,27.19,31.24,8.08,4.69
Whitefish,439.85,24.83,26.6,32.09,8.6,5.22
Whitefish,472.26,26.35,27.44,31.42,8.78,4.92
Perch,219.45,25.22,26.05,29.13,7.06,4.69
Whitefish,290.7,26.61,29.4,32.34,9.19,4.45
Pike,499.8,40.43,45.48,43.97,7.11,4.95
Perch,366.42,26.92,24.75,26.95,6.78,4.15
Bream,636.36,31.21,32.01,36.44,15.49,5.33
Whitefish,309.06,25.09,28.28,31.14,8.69,4.92
Bream,597.8,29.79,33.77,37.2,14.95,5.26
Parkki,147.35,18.36,20.29,22.04,8.8,3.07
Roach,145.97,20.91,22.72,25.22,6.84,3.57
Parkki,143.55,17.64,21.53,22.97,9.07,2.98
Perch,374.13,25.09,28.89,26.4,8.16,4.07
Bream,605.47,29.79,33.44,38.74,15.25,5.64
Pike,494.7,41.67,43.0,47.78,7.44,5.2
Pike,530.4,42.91,43.72,47.63,7.44,5.11
Whitefish,472.26,25.09,29.23,31.42,9.22,5.12
Perch,198.55,25.88,26.57,26.68,7.69,5.02
Bream,636.36,31.52,31.35,38.74,15.1,5.7
Pike,520.2,40.43,45.04,45.41,7.49,4.75
Pike,484.5,40.1,43.43,46.83,7.41,4.95
Whitefish,453.74,26.37,26.88,29.26,8.69,4.92
Pike,700.26,42.5,43.0,48.09,7.65,4.75
Whitefish,302.94,25.86,27.16,30.82,9.22,4.92
Bream,603.9,31.31,32.12,39.27,14.51,5.26
Bream,624.01,31.62,31.45,36.96,15.4,5.33
Roach,145.97,20.5,21.14,24.85,7.03,3.42
Parkki,147.9,18.05,19.66,23.66,8.63,3.29
Roach,152.05,21.68,21.38,25.47,6.43,3.53
Smelt,11.29,10.73,11.8,12.71,2.27,1.29
Perch,397.28,23.52,28.04,27.5,7.61,3.95
Smelt,9.7,11.3,11.56,12.81,2.18,1.34
Parkki,145.84,17.64,19.97,21.87,8.19,3.13
Bream,593.12,30.4,31.35,36.82,15.79,5.33
Roach,148.97,21.53,23.14,24.1,6.77,3.77
Whitefish,453.74,25.55,26.6,31.45,8.78,4.78
Roach,151.93,20.09,21.38,25.72,6.19,3.47
Whitefish,467.63,25.6,27.5,31.14,9.09,4.59
Whitefish,472.26,26.61,28.28,32.72,9.76,5.17
Smelt,9.9,11.64,12.33,13.74,2.25,1.26
Roach,143.07,20.09,21.8,26.22,6.49,3.73
Roach,144.55,20.23,21.16,23.72,6.84,3.62
Roach,144.55,19.61,21.36,25.84,6.9,3.69
Pike,499.8,38.09,42.57,45.8,7.64,4.87
Parkki,145.84,18.18,19.77,23.2,8.96,3.04
Parkki,139.2,18.36,20.7,23.9,8.79,3.2
Perch,389.56,26.14,29.45,28.53,7.53,5.02
Parkki,143.55,18.0,19.87,21.43,8.7,3.36
Perch,198.55,23.04,26.57,30.34,7.06,4.92
Roach,140.12,20.65,21.58,26.22,6.56,3.77
Whitefish,444.48,27.68,30.39,31.42,8.51,5.02
Bream,628.3,31.21,32.34,36.82,15.64,5.16
Bream,605.47,30.0,32.45,39.5,15.03,5.26
Bream,579.5,30.31,31.68,40.43,15.25,5.26
Perch,401.13,25.61,26.05,26.12,7.13,4.64
Smelt,12.1,11.41,12.33,13.62,2.2,1.31
Parkki,139.2,18.55,21.73,24.36,9.25,3.46
Parkki,147.9,19.95,19.77,24.36,8.7,3.11
Bream,591.7,31.21,34.76,39.27,14.42,5.39
Pike,742.7,41.26,43.28,47.78,7.51,4.63
Roach,153.4,20.5,21.16,23.86,6.96,3.64
Perch,404.99,27.44,26.05,28.53,7.69,4.88
Perch,401.13,23.28,29.74,26.68,8.16,4.54
Bream,636.36,29.79,33.77,40.04,15.1,5.44
Parkki,148.85,18.81,19.87,22.74,9.34,3.29
Bream,634.4,30.61,32.34,37.73,14.36,5.64
Smelt,11.06,10.95,12.69,13.76,2.23,1.39
Bream,579.5,30.0,33.11,40.27,14.42,5.39
Roach,140.12,20.29,21.36,25.97,6.51,3.49
Perch,206.91,23.28,29.17,26.95,7.84,4.15
Whitefish,290.7,25.34,27.16,32.41,9.29,4.59
Parkki,140.65,17.27,20.37,22.97,8.11,3.14
Roach,144.45,20.23,22.7,25.35,6.63,3.42
Pike,686.12,41.26,45.48,43.51,7.34,4.7
Bream,603.9,28.79,33.99,37.34,14.88,5.64
Parkki,149.35,18.55,19.18,22.31,8.63,3.39
Whitefish,312.12,26.37,30.1,32.34,8.51,4.92
Smelt,11.98,11.53,12.45,13.74,2.34,1.23
Smelt,10.95,11.75,11.92,13.23,2.27,1.23
Roach,155.09,19.61,22.92,25.84,6.38,3.47
Parkki,150.8,17.82,20.56,21.65,8.62,3.23
Roach,159.65,20.29,21.14,23.61,6.71,3.78
Parkki,142.84,19.95,18.78,24.36,8.7,3.23
Whitefish,306.0,25.82,29.23,31.14,9.76,4.97
Roach,153.57,20.23,21.83,24.47,6.9,3.49
Whitefish,312.12,26.08,30.1,32.72,9.76,4.78
Pike,489.6,40.02,44.72,44.43,7.44,5.15
Bream,624.01,31.01,34.65,39.89,14.8,5.21
Perch,219.45,23.52,27.75,28.83,6.58,4.69
Pike,510.0,40.9,43.28,49.2,7.0,4.92
Whitefish,299.88,26.11,30.39,30.8,9.38,4.92
Pike,700.26,39.61,42.39,44.43,7.64,4.7
Parkki,144.34,17.27,20.37,21.65,8.11,3.26
Parkki,151.86,19.09,19.18,22.97,9.16,3.13
Smelt,11.75,10.96,11.21,13.74,2.2,1.21
Pike,686.12,40.02,43.0,48.73,7.14,4.72
Parkki,143.55,18.43,21.11,23.9,8.28,3.2
Perch,389.56,26.14,29.74,30.34,7.69,4.15
Parkki,154.87,18.55,18.78,22.53,8.96,3.39
Perch,213.18,26.92,26.9,26.95,7.27,4.54
Bream,648.72,30.4,33.99,38.12,15.03,5.07
Roach,158.13,21.12,21.36,24.47,6.9,3.69
Perch,366.42,24.25,26.83,27.77,7.53,4.36
Whitefish,312.12,25.6,27.79,32.41,9.96,4.45
Pike,484.5,40.43,44.72,46.36,7.41,5.02
Perch,198.55,26.14,27.19,28.6,7.92,3.99
Parkki,145.0,18.73,21.53,23.2,9.07,3.33
Parkki,146.45,17.64,19.38,22.74,8.96,3.46
Smelt,11.29,11.52,11.48,13.1,2.31,1.31
Roach,143.07,21.47,21.16,23.61,6.51,3.42
