Species,Weight,Length1,Length2,Length3,Height,Width
Whitefish,960.0,40.44,43.68,47.52,14.11,7.89
Smelt,10.79,12.32,12.86,14.28,2.41,1.27
Smelt,8.35,10.37,10.85,12.1,1.9,1.23
Bream,850.0,32.8,36.0,41.6,16.89,6.2
Roach,145.5,19.79,21.34,23.96,5.63,3.64
Smelt,12.74,14.82,15.6,17.16,2.87,1.49
Perch,512.0,44.48,48.0,50.56,12.18,7.63
Parkki,108.0,19.56,21.24,23.76,8.89,3.21
Roach,110.4,26.4,29.12,32.48,8.48,4.51
Perch,103.4,18.8,20.68,22.09,5.19,3.76
Perch,121.9,20.14,22.26,23.85,6.27,3.51
Pike,702.0,52.13,55.9,59.54,10.12,6.67
Roach,172.38,22.44,24.48,27.74,7.69,3.91
Roach,163.93,21.34,23.28,26.38,7.31,3.72
Perch,742.0,36.04,38.16,40.6,11.25,7.15
Perch,104.5,18.05,19.95,21.38,5.41,3.38
Pike,485.0,40.74,43.65,46.56,6.75,4.75
Pike,978.5,49.75,53.25,56.75,9.19,6.36
Smelt,21.44,18.72,19.84,21.6,3.89,2.03
Roach,113.1,23.66,25.74,28.86,7.3,4.13
Roach,256.0,32.8,36.0,40.48,11.25,6.11
Pike,1650.0,59.0,63.4,68.0,10.81,7.48
Bream,980.0,42.56,46.2,53.9,20.91,7.28
Roach,147.2,18.86,20.7,23.28,6.47,3.51
Roach,203.0,28.7,30.8,34.02,9.29,4.97
Pike,8.04,11.16,11.76,12.96,2.09,1.26
Whitefish,792.0,33.36,36.04,39.2,11.64,6.51
Parkki,5.43,6.9,7.73,8.1,1.94,1.3
Bream,1196.0,45.5,50.05,57.33,23.45,8.2
Smelt,6.65,9.59,10.07,11.02,1.64,1.09
Roach,261.12,24.0,25.92,29.38,8.23,4.58
Whitefish,784.0,33.03,35.67,38.81,11.53,6.44
Bream,1140.0,45.6,49.2,55.8,21.15,7.64
Perch,137.7,20.4,22.44,23.97,5.99,3.6
Roach,96.6,13.2,14.04,16.02,4.15,2.18
Perch,222.36,25.5,27.03,28.56,7.31,4.23
Smelt,12.44,12.34,13.26,14.08,2.32,1.28
Perch,240.0,33.6,36.8,39.2,8.35,5.8
Roach,104.5,18.14,19.76,21.95,5.86,3.23
Roach,203.0,16.8,18.2,20.44,6.21,3.15
Smelt,9.9,10.81,11.31,12.52,2.1,1.29
Roach,103.5,24.75,27.3,30.45,7.95,4.23
Bream,571.2,26.16,28.8,33.2,13.21,4.68
Roach,48.3,11.55,12.74,14.21,3.71,1.98
Pike,550.8,40.9,43.86,46.72,7.94,5.23
Smelt,11.71,11.04,11.71,12.86,2.01,1.34
Perch,420.0,35.28,38.22,40.18,11.65,7.19
Smelt,19.5,13.52,14.7,15.88,2.87,1.84
Whitefish,800.0,33.7,36.4,39.6,11.76,6.57
Bream,990.0,33.16,36.63,42.17,18.77,6.54
Pike,291.0,31.72,33.95,37.64,5.76,4.25
Whitefish,38.5,9.45,10.29,11.55,4.79,1.63
Parkki,175.1,19.57,21.32,23.9,9.68,3.51
Whitefish,294.3,26.27,28.89,31.94,8.88,4.63
Roach,206.0,22.76,24.21,27.6,7.62,4.25
Roach,298.7,24.72,26.78,30.08,9.14,4.63
Whitefish,57.75,14.18,15.44,17.32,7.19,2.44
Whitefish,930.0,34.69,37.2,40.46,11.49,6.07
Pike,1658.5,59.92,64.2,68.48,10.27,6.57
Parkki,88.2,15.97,17.35,19.4,7.26,2.62
Parkki,120.0,12.72,13.8,15.48,6.21,2.2
Bream,750.0,40.2,44.55,51.75,21.27,7.92
Bream,763.0,33.14,35.97,41.75,16.2,5.76
Parkki,5.61,7.12,7.98,8.36,2.01,1.34
Roach,170.69,22.22,24.24,27.47,7.61,3.87
Bream,646.0,30.21,33.25,38.57,14.7,5.82
Bream,423.0,25.19,27.92,32.62,12.79,4.63
Roach,81.78,17.11,18.61,20.87,5.28,2.98
Parkki,87.0,11.88,12.9,14.46,5.84,1.89
Pike,8.04,11.16,11.76,12.96,2.09,1.26
Whitefish,330.48,27.65,30.24,33.26,9.48,5.06
Bream,921.5,36.86,39.77,45.1,17.09,6.18
Perch,118.3,18.66,20.48,21.84,5.33,3.3
Whitefish,1050.0,39.16,42.0,45.68,12.97,6.85
Whitefish,529.2,27.93,30.38,33.32,10.53,6.43
Roach,0.0,24.7,26.65,29.64,8.42,4.36
Parkki,225.0,27.6,30.0,33.6,13.34,4.94
Roach,150.4,19.83,21.15,23.5,6.02,3.57
Whitefish,280.8,25.06,27.56,30.47,8.47,4.42
Whitefish,248.4,22.17,24.38,26.96,7.49,3.91
Pike,1501.5,53.69,57.69,61.88,9.84,6.81
Whitefish,489.6,40.96,44.8,49.28,14.04,7.49
Whitefish,1300.0,48.49,52.0,56.55,16.06,8.48
Bream,771.12,35.32,38.88,44.82,17.84,6.32
Perch,85.6,18.4,20.33,21.61,6.03,3.26
Whitefish,53.9,13.23,14.41,16.17,6.71,2.28
Perch,36.8,12.7,13.8,14.72,3.52,2.24
Pike,1815.0,64.9,69.74,74.8,11.89,8.23
Pike,273.6,24.0,25.5,27.3,4.37,2.59
Bream,707.0,32.22,35.35,40.91,16.4,5.64
Whitefish,760.0,32.02,34.58,37.62,11.17,6.24
Parkki,180.0,14.4,15.6,17.4,6.82,2.54
Roach,108.0,14.16,15.12,16.74,4.25,2.34
Roach,176.4,23.13,24.7,27.34,6.94,3.83
Smelt,9.21,10.51,10.97,12.18,2.06,1.08
Parkki,262.08,22.08,24.0,26.88,10.64,3.98
Smelt,9.8,10.7,11.2,12.4,2.08,1.28
Parkki,225.0,27.6,30.0,33.6,13.34,4.94
Whitefish,318.24,26.62,29.12,32.03,9.13,4.87
Whitefish,728.0,30.67,33.12,36.04,10.7,5.98
Perch,115.5,19.95,22.05,23.62,5.98,3.73
Roach,96.6,13.2,14.04,16.02,4.15,2.18
Smelt,9.31,10.62,11.09,12.31,2.08,1.1
Smelt,10.89,12.43,12.98,14.41,2.44,1.28
Roach,92.22,19.29,20.99,23.53,5.95,3.37
Whitefish,50.6,12.42,13.52,15.18,6.3,2.14
Parkki,156.6,21.38,23.22,26.03,10.52,3.41
Bream,323.0,22.7,25.17,29.55,11.76,4.46
Whitefish,327.42,27.39,29.96,32.96,9.39,5.01
Perch,104.0,16.0,17.6,18.8,4.89,2.82
Parkki,240.0,19.2,20.8,23.2,9.09,3.39
Roach,103.5,24.75,27.3,30.45,7.95,4.23
Whitefish,1010.0,37.67,40.4,43.94,12.48,6.59
Bream,707.2,33.07,36.4,42.22,16.09,6.38
Pike,1035.5,52.65,56.35,60.06,9.73,6.73
Pike,475.0,39.9,42.75,45.6,6.61,4.65
Roach,288.32,26.5,28.62,32.44,9.08,5.06
Parkki,6.14,7.8,8.74,9.15,2.2,1.46
Roach,252.96,23.25,25.11,28.46,7.97,4.44
Smelt,12.57,11.85,12.57,13.8,2.15,1.44
Bream,564.0,27.64,30.08,34.97,14.06,4.86
Roach,121.0,21.01,22.88,25.41,6.78,3.74
Whitefish,502.2,26.51,28.83,31.62,9.99,6.1
Parkki,195.0,23.92,26.0,29.12,11.56,4.28
Whitefish,52.25,12.82,13.96,15.67,6.51,2.21
Perch,833.0,36.16,39.2,41.45,11.69,6.96
Perch,201.16,24.18,26.32,28.03,7.2,4.46
Perch,169.0,26.0,28.6,30.55,7.94,4.58
Smelt,9.12,9.78,10.34,11.28,2.06,1.3
Smelt,12.81,12.08,12.81,14.07,2.19,1.46
Bream,333.2,28.91,31.36,36.55,13.63,4.97
Perch,1010.0,40.6,43.94,46.46,12.73,8.22
Pike,578.34,44.06,46.92,49.67,7.95,4.97
Parkki,6.43,8.18,9.16,9.59,2.3,1.53
Roach,167.31,21.78,23.76,26.93,7.46,3.8
Roach,112.0,16.8,18.0,20.0,5.24,2.66
Bream,408.0,19.08,21.0,24.36,9.28,3.68
Bream,464.4,28.62,31.32,36.72,13.44,5.54
Pike,327.75,34.2,36.57,38.95,6.08,3.78
Roach,154.56,21.12,22.46,25.63,6.64,3.49
Parkki,116.0,15.84,17.2,19.28,7.79,2.53
Smelt,11.83,11.74,12.61,13.39,2.21,1.22
Whitefish,290.7,24.32,26.6,29.26,8.34,4.45
Whitefish,288.9,25.79,28.36,31.35,8.72,4.55
Parkki,140.0,14.84,16.1,18.06,7.24,2.56
Parkki,127.2,18.55,20.14,22.58,8.9,3.09
Smelt,29.85,20.7,22.5,24.3,4.4,2.82
Roach,183.6,24.07,25.7,28.46,7.23,3.98
Bream,624.0,30.58,33.28,38.69,15.55,5.38
Roach,128.8,19.32,20.7,23.0,6.03,3.06
Smelt,14.7,16.05,16.8,18.6,3.12,1.92
Roach,382.2,28.91,31.07,34.3,9.3,5.25
Pike,1728.0,60.48,64.8,69.12,10.37,6.64
Bream,1040.0,34.84,38.48,44.3,19.72,6.87
Parkki,134.85,18.41,20.0,22.41,9.05,2.94
Roach,165.6,21.71,23.18,25.67,6.52,3.59
Perch,116.4,19.4,21.34,22.79,5.93,3.31
Roach,136.5,18.56,20.02,22.48,5.28,3.42
Perch,990.0,40.69,43.56,46.13,12.36,7.52
Smelt,8.09,10.04,10.51,11.72,1.84,1.2
Smelt,12.0,13.56,14.16,15.72,2.66,1.54
Smelt,9.4,10.62,11.09,12.31,2.08,1.21
Bream,648.0,31.75,34.56,40.18,16.15,5.58
Perch,272.95,26.16,28.32,29.77,7.26,4.47
Perch,1350.0,54.75,58.5,62.1,16.7,11.24
Pike,1520.0,77.28,82.72,88.16,14.28,9.87
Roach,110.4,17.11,18.4,20.42,5.72,3.29
Whitefish,550.8,29.07,31.62,34.68,10.96,6.69
Whitefish,58.3,14.31,15.58,17.49,7.26,2.47
Bream,1002.8,38.15,41.97,48.07,19.66,6.87
Roach,135.2,17.6,19.2,21.76,6.03,3.07
Roach,80.34,18.03,19.36,21.84,5.74,2.99
Pike,451.44,39.6,42.08,45.05,7.21,4.28
Smelt,5.6,8.08,8.48,9.28,1.38,0.92
Perch,256.1,30.55,33.28,35.1,8.53,5.51
Perch,121.9,20.14,22.26,23.85,6.27,3.51
Roach,348.0,28.8,31.2,35.04,10.65,5.4
Smelt,21.47,14.39,15.59,16.57,3.13,2.25
Whitefish,428.4,35.84,39.2,43.12,12.29,6.55
Bream,638.6,32.45,35.54,40.89,15.99,5.44
Perch,130.0,21.06,23.4,24.96,6.79,4.32
Bream,800.0,42.88,47.52,55.2,22.69,8.45
Bream,960.0,47.04,51.2,59.52,23.93,8.27
Whitefish,58.85,14.45,15.73,17.66,7.33,2.49
Parkki,315.0,25.2,27.3,30.45,11.94,4.45
Pike,1120.0,39.2,42.0,44.8,6.72,4.3
Perch,174.4,20.0,21.2,22.4,5.73,3.32
Pike,395.6,32.66,34.96,37.26,6.71,4.21
Parkki,6.25,7.95,8.9,9.33,2.24,1.49
Perch,650.75,32.3,34.67,37.05,10.34,6.52
Perch,943.95,34.41,37.2,39.43,11.51,6.94
Whitefish,523.8,27.64,30.07,32.98,10.42,6.37
Bream,642.0,31.46,34.24,39.8,16.52,5.97
Bream,702.0,33.48,36.18,41.8,15.63,6.19
Parkki,6.2,7.88,8.82,9.24,2.22,1.48
Parkki,141.0,17.3,18.8,21.06,8.36,3.1
Pike,10.05,13.95,14.7,16.2,2.61,1.57
Parkki,390.0,31.2,33.8,37.7,14.78,5.5
Whitefish,1050.0,39.16,42.0,45.68,12.97,6.85
Smelt,16.0,18.08,18.88,20.96,3.54,2.05
Bream,636.0,31.16,33.92,39.43,16.36,5.91
Smelt,13.05,12.31,13.05,14.34,2.24,1.49
Pike,360.0,41.76,44.76,47.76,7.55,4.82
Perch,139.5,19.53,21.39,22.79,4.85,3.37
Perch,312.0,26.21,28.39,29.85,8.66,5.34
Roach,380.8,35.0,37.8,42.84,12.0,6.68
Parkki,320.0,33.92,36.8,41.28,16.55,5.86
Pike,351.9,36.72,39.27,41.82,6.52,4.06
Whitefish,318.24,26.62,29.12,32.03,9.13,4.87
Perch,128.7,19.11,21.09,22.57,6.32,3.5
Parkki,120.0,17.5,19.0,21.3,8.39,2.92
Smelt,6.0,6.78,7.08,7.86,1.33,0.77
Pike,762.3,44.35,47.52,50.69,7.6,5.32
Parkki,289.38,24.38,26.5,29.68,11.75,4.39
Parkki,182.0,24.7,26.91,30.16,11.1,4.28
Pike,362.25,37.8,40.43,43.05,6.72,4.18
Bream,1070.0,35.84,39.59,45.58,20.28,7.07
Parkki,140.0,14.84,16.1,18.06,7.24,2.56
Pike,396.9,30.24,32.2,34.09,5.45,3.41
Smelt,6.58,9.49,9.96,10.9,1.62,1.08
Parkki,5.55,7.05,7.9,8.27,1.99,1.32
Whitefish,990.0,36.93,39.6,43.06,12.23,6.46
Bream,471.9,34.19,37.7,43.55,16.55,5.79
Roach,290.0,24.0,26.0,29.2,8.88,4.5
Bream,454.5,27.88,30.3,35.45,14.14,4.89
Perch,544.88,31.36,33.81,35.77,10.05,6.26
Whitefish,930.0,34.69,37.2,40.46,11.49,6.07
Whitefish,296.82,24.83,27.16,29.88,8.51,4.54
Roach,117.6,18.23,19.6,21.76,6.09,3.5
Smelt,6.96,8.64,9.04,10.08,1.58,1.03
Smelt,8.35,10.37,10.85,12.1,1.9,1.23
Whitefish,324.0,28.92,31.8,35.16,9.77,5.1
Pike,739.2,43.01,46.08,49.15,7.37,5.16
Perch,175.0,18.13,19.6,20.58,5.47,2.94
Smelt,20.1,17.55,18.6,20.25,3.65,1.9
Whitefish,872.0,36.73,39.68,43.16,12.82,7.17
Pike,1016.5,51.68,55.32,58.96,9.55,6.6
Perch,935.0,40.59,44.0,46.53,13.12,7.82
Smelt,29.55,19.8,21.45,22.8,4.31,3.1
Roach,194.0,21.44,22.79,26.0,7.17,4.0
Bream,309.4,21.75,24.12,28.3,11.26,4.27
Smelt,10.78,12.54,13.2,14.52,2.42,1.26
Smelt,10.49,11.98,12.51,13.89,2.35,1.24
Roach,177.45,23.1,25.2,28.56,7.91,4.03
Parkki,225.0,27.6,30.0,33.6,13.34,4.94
Bream,760.0,30.4,32.8,37.2,14.1,5.1
Pike,2480.0,89.6,96.0,102.4,15.36,9.83
Perch,193.06,23.03,25.09,26.46,6.43,4.15
Pike,455.0,38.22,40.95,43.68,6.33,4.46
Roach,71.76,16.1,17.3,19.5,5.13,2.67
Pike,1262.5,52.52,56.56,60.3,10.79,7.05
Parkki,134.85,18.41,20.0,22.41,9.05,2.94
Pike,6.83,9.49,10.0,11.02,1.77,1.07
Parkki,149.8,20.33,22.15,24.82,9.14,3.53
Parkki,156.0,19.14,20.8,23.3,9.25,3.42
Parkki,159.8,17.86,19.46,21.81,8.83,3.21
Smelt,6.79,9.8,10.28,11.25,1.68,1.11
Pike,864.0,64.16,68.8,73.28,12.46,8.21
Smelt,11.47,10.81,11.47,12.6,1.96,1.31
Smelt,21.08,14.12,15.3,16.26,3.07,2.21
Parkki,84.6,15.32,16.64,18.61,6.96,2.51
Whitefish,57.2,14.04,15.29,17.16,7.12,2.42
Perch,1260.0,51.1,54.6,57.96,15.59,10.49
Bream,480.0,27.55,29.76,34.75,13.8,4.62
Pike,448.5,46.8,50.05,53.3,8.31,5.17
Parkki,141.0,17.3,18.8,21.06,8.36,3.1
Roach,88.0,15.28,16.64,18.48,4.93,2.72
Perch,95.0,15.39,17.1,18.24,4.96,3.16
Parkki,94.5,17.12,18.59,20.79,7.78,2.81
Parkki,127.2,18.55,20.14,22.58,8.9,3.09
Pike,240.0,27.84,29.84,31.84,5.03,3.22
Roach,212.0,23.43,24.91,28.41,7.84,4.37
Pike,464.1,36.4,38.68,41.41,6.21,4.06
Bream,618.0,30.28,32.96,38.32,15.9,5.75
Roach,200.0,22.1,23.5,26.8,7.4,4.13
Bream,441.0,26.26,29.11,34.01,13.33,4.83
Bream,545.0,31.72,34.34,39.68,15.0,4.76
Perch,329.6,28.63,30.9,32.55,7.84,4.91
Smelt,6.86,9.9,10.39,11.37,1.69,1.13
Smelt,19.7,13.66,14.85,16.04,2.9,1.86
Smelt,12.2,12.1,13.0,13.8,2.28,1.26
Smelt,12.44,12.34,13.26,14.08,2.32,1.28
Whitefish,960.0,40.44,43.68,47.52,14.11,7.89
Parkki,150.0,18.4,20.0,22.4,8.89,3.29
Pike,883.5,44.92,48.08,51.24,8.3,5.74
Bream,671.3,30.77,33.32,38.42,15.67,5.26
Perch,105.0,14.35,15.75,16.8,4.75,2.54
Pike,924.0,53.76,57.6,61.44,9.22,6.45
Bream,654.0,32.05,34.88,40.55,16.83,6.08
Pike,306.0,33.35,35.7,39.58,6.06,4.47
Smelt,20.49,13.73,14.87,15.81,2.99,2.15
Bream,910.8,34.65,38.12,43.66,17.86,6.24
Bream,780.0,29.92,32.8,36.72,14.91,5.4
Roach,435.2,40.0,43.2,48.96,13.71,7.64
Parkki,145.5,17.85,19.4,21.73,8.63,3.19
Whitefish,960.0,35.81,38.4,41.76,11.86,6.26
Roach,256.0,32.8,36.0,40.48,11.25,6.11
Perch,143.0,21.23,23.43,25.08,7.02,3.89
Bream,575.0,31.3,34.0,39.5,15.13,5.57
Whitefish,1020.0,38.05,40.8,44.37,12.6,6.66
Roach,180.0,23.6,25.2,27.9,7.09,3.91
Pike,420.0,45.78,49.0,54.32,8.31,6.14
Pike,540.0,40.1,43.0,45.8,7.79,5.13
Parkki,312.0,24.96,27.04,30.16,11.82,4.4
Roach,319.0,26.4,28.6,32.12,9.76,4.95
Smelt,16.08,14.04,14.88,16.2,2.92,1.52
Bream,345.0,18.78,20.4,23.7,9.08,3.34
Parkki,212.0,22.47,24.38,27.35,10.97,3.88
Roach,217.6,20.0,21.6,24.48,6.85,3.82
Smelt,12.93,12.83,13.78,14.63,2.41,1.33
Perch,105.0,14.7,16.1,17.15,3.65,2.54
Perch,49.0,10.99,12.18,12.95,3.21,2.06
Perch,790.5,34.32,37.2,39.34,11.09,6.61
Roach,280.16,25.75,27.81,31.52,8.83,4.92
Smelt,12.0,13.56,14.16,15.72,2.66,1.54
Roach,275.5,22.8,24.7,27.74,8.43,4.27
Roach,71.07,17.0,18.75,20.91,5.46,2.91
Parkki,163.2,18.24,19.87,22.27,9.02,3.27
Smelt,20.68,13.86,15.02,15.96,3.02,2.17
Roach,156.8,20.68,22.05,24.5,6.27,3.72
Whitefish,287.64,24.06,26.32,28.95,8.25,4.4
Bream,1014.0,38.9,42.64,47.74,19.38,7.02
Roach,0.0,17.29,18.66,20.75,5.89,3.05
Parkki,89.1,16.14,17.52,19.6,7.33,2.65
Bream,441.0,27.05,29.4,34.4,13.72,4.75
Pike,303.0,33.03,35.35,39.19,6.0,4.43
Perch,88.4,18.51,20.38,21.63,5.34,3.16
Roach,96.6,23.1,25.48,28.42,7.42,3.95
Smelt,10.58,12.31,12.96,14.26,2.38,1.24
Roach,274.72,25.25,27.27,30.91,8.65,4.82
Perch,210.0,18.83,20.09,21.07,5.31,3.24
Whitefish,1000.0,37.3,40.0,43.5,12.35,6.53
Whitefish,33.0,8.1,8.82,9.9,4.11,1.4
Roach,393.9,29.8,32.02,35.35,9.58,5.41
Perch,270.0,27.43,29.7,31.21,7.87,4.93
Roach,293.76,27.0,29.16,33.05,9.25,5.16
Bream,520.0,24.8,26.8,30.96,11.58,4.58
Perch,188.5,26.91,29.51,31.46,7.74,4.72
Smelt,19.1,13.25,14.4,15.55,2.81,1.8
Perch,182.0,27.3,29.39,31.67,5.07,3.07
Parkki,292.11,24.61,26.75,29.96,11.86,4.43
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Perch,38.8,13.39,14.55,15.52,3.71,2.36
Pike,420.0,48.72,52.22,55.72,8.8,5.63
Parkki,6.08,7.73,8.65,9.06,2.18,1.45
Smelt,7.32,6.9,7.32,8.04,1.25,0.84
Perch,119.6,19.76,21.84,23.4,6.15,3.44
Whitefish,56.65,13.91,15.14,17.0,7.05,2.4
Smelt,12.19,10.65,11.28,12.29,2.21,1.15
Parkki,126.0,18.38,19.95,22.37,8.81,3.06
Smelt,14.64,14.52,15.6,16.56,2.73,1.51
Smelt,12.32,11.62,12.32,13.53,2.11,1.41
Parkki,114.0,16.62,18.05,20.23,7.97,2.77
Parkki,255.0,28.5,31.05,34.8,14.09,5.12
Bream,613.8,31.18,34.16,39.3,15.37,5.23
Bream,625.6,29.26,32.2,37.35,14.23,5.64
Roach,291.04,26.75,28.89,32.74,9.17,5.11
Parkki,96.0,14.0,15.2,17.04,6.71,2.33
Perch,265.0,27.45,29.68,31.16,8.29,4.46
Roach,209.3,28.6,30.42,34.71,8.99,4.72
Smelt,10.3,11.75,12.27,13.62,2.3,1.21
Parkki,185.3,20.71,22.56,25.29,10.24,3.72
Parkki,5.43,6.9,7.73,8.1,1.94,1.3
Parkki,154.7,17.29,18.84,21.11,8.55,3.1
Bream,460.0,26.4,28.52,33.3,13.22,4.43
Pike,1472.5,53.2,57.0,60.8,9.12,5.84
Bream,897.25,35.11,38.31,43.94,18.19,6.55
Parkki,87.3,15.81,17.17,19.21,7.18,2.59
Pike,324.0,37.58,40.28,42.98,6.79,4.34
Pike,437.76,38.4,40.8,43.68,6.99,4.15
Whitefish,567.0,29.93,32.55,35.7,11.28,6.89
Whitefish,776.0,32.69,35.31,38.41,11.41,6.38
Pike,338.1,35.28,37.73,40.18,6.27,3.9
Parkki,141.0,17.3,18.8,21.06,8.36,3.1
Parkki,5.61,7.12,7.98,8.36,2.01,1.34
Bream,456.0,27.26,29.76,34.75,13.69,4.9
Smelt,10.69,12.2,12.74,14.15,2.39,1.26
Perch,200.0,30.4,33.6,36.0,9.11,5.87
Bream,652.7,33.06,35.84,41.3,16.73,5.49
Pike,1650.0,59.0,63.4,68.0,10.81,7.48
Smelt,10.68,12.43,13.08,14.39,2.4,1.25
Whitefish,507.6,26.79,29.14,31.96,10.1,6.17
Pike,469.2,36.8,39.1,41.86,6.28,4.1
Whitefish,800.0,33.7,36.4,39.6,11.76,6.57
Bream,400.0,23.28,25.2,29.12,11.01,3.49
Parkki,132.0,19.25,20.9,23.43,9.23,3.21
Pike,180.0,20.88,22.38,23.88,3.77,2.41
Whitefish,244.8,20.48,22.4,24.64,7.02,3.75
Whitefish,59.4,14.58,15.88,17.82,7.4,2.51
Parkki,163.5,20.06,21.8,24.42,9.69,3.59
Whitefish,253.8,22.65,24.91,27.54,7.66,3.99
Roach,136.3,19.27,20.68,22.84,6.24,3.33
Roach,110.0,19.1,20.8,23.1,6.17,3.4
Bream,712.8,31.68,34.65,40.19,16.2,6.03
Roach,108.0,14.16,15.12,16.74,4.25,2.34
Smelt,18.11,12.56,13.65,14.74,2.67,1.71
Bream,1021.85,37.45,41.2,47.08,19.35,6.73
Bream,350.2,24.62,27.3,32.03,12.75,4.84
Smelt,14.7,17.1,18.0,19.8,3.31,1.72
Pike,595.35,45.36,48.3,51.14,8.18,5.11
Perch,1000.0,40.2,43.5,46.0,12.6,8.14
Whitefish,1040.0,38.79,41.6,45.24,12.85,6.79
Roach,195.0,26.52,28.6,32.11,7.55,4.88
Parkki,5.43,6.9,7.73,8.1,1.94,1.3
Roach,160.5,21.83,23.54,26.43,6.21,4.02
Roach,240.0,26.52,28.2,32.16,8.88,4.95
Perch,74.88,16.13,17.95,18.62,4.99,3.0
Pike,1632.0,57.12,61.2,65.28,9.79,6.27
Roach,151.34,20.68,22.0,25.1,6.5,3.41
Bream,686.0,31.26,34.3,39.69,15.92,5.48
Whitefish,824.0,34.71,37.49,40.79,12.11,6.77
Whitefish,261.9,23.38,25.7,28.42,7.9,4.12
Pike,300.0,25.2,27.0,28.8,4.18,2.94
Pike,7.1,9.86,10.39,11.45,1.84,1.11
Smelt,13.3,12.54,13.3,14.61,2.28,1.52
Bream,552.0,30.05,32.64,37.92,14.52,5.35
Roach,192.0,24.6,27.0,30.36,8.44,4.58
Whitefish,540.0,28.5,31.0,34.0,10.74,6.56
Whitefish,77.0,18.9,20.58,23.1,9.59,3.26
Roach,132.0,20.46,22.0,24.42,6.84,3.93
Perch,327.0,29.32,31.28,32.81,8.27,5.05
Perch,118.3,17.56,19.38,20.75,5.81,3.22
Pike,990.0,35.4,38.04,40.8,6.49,4.49
Perch,184.0,27.6,29.72,32.02,5.12,3.11
Smelt,12.93,12.19,12.93,14.2,2.22,1.48
Parkki,134.4,18.24,19.87,22.27,8.2,3.16
Pike,1026.0,52.16,55.84,59.51,9.64,6.66
Roach,79.17,16.56,18.02,20.2,5.11,2.89
Smelt,10.3,11.64,12.15,13.49,2.28,1.32
Whitefish,405.0,36.15,39.75,43.95,12.22,6.37
Smelt,5.82,6.24,6.6,7.2,1.32,0.83
Pike,606.69,46.22,49.22,52.11,8.34,5.21
Parkki,5.37,6.83,7.64,8.01,1.92,1.28
Bream,425.1,30.08,32.7,38.15,13.81,5.11
Parkki,128.4,18.73,20.33,22.79,8.98,3.12
Perch,1400.0,56.28,60.9,64.4,17.65,11.4
Bream,685.44,31.39,34.56,39.84,15.86,5.62
Pike,602.0,49.7,53.2,56.7,10.21,6.41
Roach,252.96,23.25,25.11,28.46,7.97,4.44
Smelt,9.11,10.4,10.86,12.05,2.04,1.07
Whitefish,1600.0,59.68,64.0,69.6,19.77,10.44
Whitefish,214.2,17.92,19.6,21.56,6.14,3.28
Perch,155.15,22.15,24.29,25.89,6.37,3.88
Roach,101.4,13.2,14.4,16.32,4.52,2.3
Perch,275.6,26.42,28.6,30.06,7.33,4.51
Smelt,8.44,10.48,10.96,12.22,1.92,1.25
Parkki,170.0,19.0,20.7,23.2,9.4,3.41
Perch,114.4,20.8,22.88,24.44,5.74,4.15
Perch,174.6,22.31,24.25,25.7,6.25,3.57
Smelt,12.44,12.34,13.26,14.08,2.32,1.28
Parkki,360.0,28.8,31.2,34.8,13.64,5.08
Pike,864.0,64.16,68.8,73.28,12.46,8.21
Roach,250.24,23.0,24.84,28.15,7.88,4.39
Bream,1480.0,57.92,63.2,72.48,30.01,10.8
Smelt,9.76,9.2,9.76,10.72,1.67,1.11
Pike,500.0,42.0,45.0,48.0,6.96,4.9
Pike,680.4,51.84,55.2,58.44,9.35,5.84
Whitefish,336.6,28.16,30.8,33.88,9.66,5.15
Pike,6.83,9.49,10.0,11.02,1.77,1.07
Smelt,9.38,8.19,8.68,9.45,1.7,0.89
Roach,196.0,29.4,31.5,35.0,9.17,4.66
Smelt,9.7,11.07,11.56,12.84,2.17,1.14
Roach,366.6,27.73,29.8,32.9,8.92,5.03
Smelt,9.02,10.49,11.04,12.14,2.03,1.06
Smelt,10.19,11.86,12.48,13.73,2.29,1.19
Smelt,9.11,9.95,10.42,11.53,1.94,1.19
Pike,618.03,47.09,50.14,53.08,8.49,5.31
Smelt,8.0,9.04,9.44,10.48,1.77,1.03
Smelt,11.0,12.43,12.98,14.41,2.44,1.41
Roach,158.86,20.68,22.56,25.57,7.08,3.61
Pike,1534.5,54.87,58.96,63.24,10.06,6.96
Perch,168.0,28.0,30.8,32.9,7.9,4.93
Smelt,9.31,9.98,10.56,11.52,2.11,1.32
Bream,535.0,31.14,33.71,38.95,14.72,4.67
Roach,85.8,19.25,20.68,23.32,6.13,3.19
Perch,954.1,34.78,37.6,39.86,11.64,7.01
Roach,186.0,20.55,21.86,24.92,6.88,3.84
Perch,1008.0,39.0,42.0,44.76,13.79,9.35
Bream,648.0,31.75,34.56,40.18,16.67,6.03
Perch,256.0,22.24,24.0,25.28,6.09,3.82
Perch,134.85,20.46,22.32,23.71,5.93,3.56
Perch,207.1,23.75,25.17,26.6,6.81,3.94
Roach,176.0,22.55,24.75,27.83,7.74,4.2
Roach,208.0,27.43,29.25,32.5,8.32,4.94
Smelt,9.6,10.96,11.45,12.71,2.15,1.13
Perch,124.8,26.88,29.92,31.04,8.32,5.0
Perch,844.6,38.21,41.2,43.77,11.47,6.83
Parkki,165.0,20.24,22.0,24.64,9.78,3.62
